SAL_ID,Suburb_Name,SAL_CODE_2021,Population,Median_Age,Median_Rent_Weekly,Median_Income_Weekly,HH_Size,Postcode,Median_House_Price,One_Year_Growth_Pct,School_Count,Commute_Time_Mins,Parks_Count,Rental_Yield_Pct,State
SAL31250,Gregory River (Bundaberg - Qld),SAL31250,65,42,320,1625,2.9,4660,1347516,0.91,3,34,6,1.23,QLD
SAL31251,Gregory River (Whitsunday - Qld),SAL31251,427,40,350,1775,2.8,4800,1199597,4.02,10,58,14,1.52,QLD
SAL31252,Greycliffe,SAL31252,56,42,190,1416,2.8,4715,2269433,-0.37,10,30,19,0.44,QLD
SAL31253,Greymare,SAL31253,70,38,250,1531,2.9,4370,1155538,3.49,12,34,19,1.13,QLD
SAL31254,Griffin,SAL31254,12295,29,385,2013,2.9,4503,748004,6.58,13,39,19,2.68,QLD
SAL31255,Groganville,SAL31255,4,71,0,1875,2,4892,1503510,3.14,6,21,18,0,QLD
SAL31256,Groomsville,SAL31256,132,45,290,1937,2.7,4352,517118,4.83,12,39,5,2.92,QLD
SAL31257,Groper Creek,SAL31257,66,63,200,900,1.8,4806,1571192,-1.25,8,50,18,0.66,QLD
SAL31258,Grosmont,SAL31258,135,53,115,1978,2.4,4419,631870,2.49,8,24,9,0.95,QLD
SAL31259,Grosvenor,SAL31259,29,38,600,1187,2.9,4627,1818321,-1.05,10,54,2,1.72,QLD
SAL31260,Guanaba,SAL31260,852,46,475,2250,3,4210,2360371,3.99,10,30,8,1.05,QLD
SAL31261,Guijar Islet,SAL31261,0,0,0,0,0,4875,502795,0.81,9,18,9,0,QLD
SAL31262,Gulf Of Carpentaria,SAL31262,0,0,0,0,0,4874,1646038,0.87,9,24,6,0,QLD
SAL31263,Gulliver,SAL31263,2884,39,270,1343,2.3,4812,1987056,-1.23,8,45,10,0.71,QLD
SAL31264,Gulngai,SAL31264,0,0,0,0,0,4855,1913612,1.1,7,26,8,0,QLD
SAL31265,Guluguba,SAL31265,86,48,50,1125,2.4,4418,1883553,3.07,10,34,5,0.14,QLD
SAL31266,Gumdale,SAL31266,2298,38,585,3405,3.4,4154,2071480,3.85,3,46,9,1.47,QLD
SAL31267,Gumlow,SAL31267,142,36,275,2849,3.5,4815,1813804,-1.33,7,16,3,0.79,QLD
SAL31268,Gumlu,SAL31268,124,53,176,1062,2.1,4805,2430873,4.51,4,25,6,0.38,QLD
SAL31269,Gunalda,SAL31269,426,55,250,893,2.2,4570,2018438,2.89,2,34,4,0.64,QLD
SAL31270,Gundiah,SAL31270,89,53,180,885,2.3,4650,1287163,3.37,14,37,6,0.73,QLD
SAL31271,Gungaloon,SAL31271,27,54,250,1812,2.6,4620,1680777,6.33,8,27,2,0.77,QLD
SAL31272,Gunnawarra,SAL31272,27,42,350,1875,5.5,4872,659094,1.42,2,49,8,2.76,QLD
SAL31273,Gunnewin,SAL31273,55,52,0,2625,2.6,4455,763749,-0.26,1,31,11,0,QLD
SAL31274,Gunpowder,SAL31274,104,34,0,417,1.5,4825,1626082,3.52,12,24,17,0,QLD
SAL31275,Gunyarra,SAL31275,30,53,0,2166,2.9,4800,1264601,7.45,12,54,2,0,QLD
SAL31276,Gurgeena,SAL31276,36,54,299,900,2.8,4626,1592706,3.18,5,52,18,0.98,QLD
SAL31277,Gurulmundi,SAL31277,19,53,0,900,2.3,4415,1446769,6.32,10,28,5,0,QLD
SAL31278,Guthalungra,SAL31278,112,47,100,1375,2.3,4805,663402,5.57,13,33,17,0.78,QLD
SAL31279,Gwambegwine,SAL31279,27,32,0,3749,3.5,4420,1354901,3.18,9,46,10,0,QLD
SAL31280,Gympie,SAL31280,11355,42,295,1022,2.3,4570,1694835,4.48,5,47,9,0.91,QLD
SAL31281,Habana,SAL31281,1022,41,400,2528,2.9,4740,919007,2.07,11,57,18,2.26,QLD
SAL31282,Haden,SAL31282,235,45,260,1221,2.7,4353,1901156,3.31,2,39,11,0.71,QLD
SAL31283,Haigslea,SAL31283,507,46,300,2144,2.7,4306,1750258,3.07,10,39,18,0.89,QLD
SAL31284,Hail Creek,SAL31284,179,35,0,3499,3.5,4742,1923061,5.09,4,28,17,0,QLD
SAL31285,Haliday Bay,SAL31285,172,55,230,1093,2.1,4740,723034,2.1,8,59,10,1.65,QLD
SAL31286,Halifax,SAL31286,477,57,160,970,2.1,4850,1009394,-1,7,58,6,0.82,QLD
SAL31287,Halliford,SAL31287,4,54,0,0,2,4406,2466973,5.89,5,52,3,0,QLD
SAL31288,Haly Creek,SAL31288,124,51,190,1166,2.6,4610,2172558,4.85,4,50,15,0.45,QLD
SAL31289,Hamilton (Qld),SAL31289,8922,40,430,2069,1.9,4007,1044061,7.5,14,38,18,2.14,QLD
SAL31290,Hamilton Creek,SAL31290,76,56,190,1187,2.1,4714,1290671,2.29,5,55,14,0.77,QLD
SAL31291,Hamilton Plains,SAL31291,80,46,330,1312,2.6,4800,783007,-1.22,7,53,14,2.19,QLD
SAL31292,Hampden (Qld),SAL31292,598,44,250,1952,2.8,4741,813559,-0.78,5,53,14,1.6,QLD
SAL31293,Hampton (Qld),SAL31293,469,45,300,1640,2.6,4352,568968,5.73,8,27,19,2.74,QLD
SAL31294,Hannaford,SAL31294,135,39,165,1166,2.9,4406,993891,-1.32,7,16,2,0.86,QLD
SAL31295,Happy Valley (Qld),SAL31295,733,30,420,2629,2.9,4825,1084718,7.08,7,48,5,2.01,QLD
SAL31296,Harlaxton,SAL31296,2824,31,280,1156,2.3,4350,1798648,0.82,9,29,6,0.81,QLD
SAL31297,Harlin,SAL31297,211,48,240,1125,2.5,4314,501515,6.99,8,16,12,2.49,QLD
SAL31298,Harrami,SAL31298,22,55,300,2416,2.3,4630,597206,5.74,13,39,3,2.61,QLD
SAL31299,Harriet,SAL31299,3,57,0,4625,2.5,4625,745282,6.71,12,19,3,0,QLD
SAL31300,Harristown,SAL31300,9081,38,295,1158,2.2,4350,2308566,0.14,8,48,17,0.66,QLD
SAL31301,Harrisville,SAL31301,667,41,285,1533,2.8,4307,907821,3.96,6,53,4,1.63,QLD
SAL31302,Hatton Vale,SAL31302,1555,40,350,1887,2.9,4341,1342672,-1.06,7,19,7,1.36,QLD
SAL31303,Hawkins Creek,SAL31303,236,49,220,1525,2.4,4850,505586,0.02,8,57,5,2.26,QLD
SAL31304,Hawkwood,SAL31304,34,48,120,2374,2.7,4626,1518725,1.1,13,22,6,0.41,QLD
SAL31305,Hawthorne,SAL31305,5090,37,430,3029,2.6,4171,2455427,5.41,5,28,8,0.91,QLD
SAL31306,Hay Point,SAL31306,1306,43,350,1983,2.5,4740,1408806,-1.75,10,43,8,1.29,QLD
SAL31307,Hazeldean,SAL31307,326,53,323,1352,2.4,4515,1269565,7.03,2,44,18,1.32,QLD
SAL31308,Hazledean,SAL31308,27,38,0,1875,3,4741,2104050,-1.29,14,51,7,0,QLD
SAL31309,Headington Hill,SAL31309,87,55,350,1178,2.6,4361,2099792,1.76,7,18,5,0.87,QLD
SAL31310,Healy,SAL31310,1824,33,380,3024,3,4825,2302200,-1.19,10,49,3,0.86,QLD
SAL31311,Heathwood,SAL31311,4944,32,455,2527,3.4,4110,2287023,5.69,3,21,7,1.03,QLD
SAL31312,Heatley,SAL31312,3907,40,280,1266,2.4,4814,1933710,-0.59,10,40,8,0.75,QLD
SAL31313,Hebel,SAL31313,62,51,83,1124,2.1,4486,1897749,6.85,11,46,3,0.23,QLD
SAL31314,Helens Hill,SAL31314,118,35,125,2049,2.8,4850,1044999,3.3,8,57,19,0.62,QLD
SAL31315,Helensvale,SAL31315,18949,41,495,2014,2.8,4212,2127826,7.48,6,47,11,1.21,QLD
SAL31316,Helidon,SAL31316,1130,38,313,1342,2.6,4344,520039,0.9,11,38,8,3.13,QLD
SAL31317,Helidon Spa,SAL31317,504,39,300,2238,3.1,4344,2109425,2.54,14,15,10,0.74,QLD
SAL31318,Hemmant,SAL31318,2886,36,430,2141,2.7,4174,706555,4.94,4,43,3,3.16,QLD
SAL31319,Hendon (Qld),SAL31319,227,53,280,1093,2.2,4362,2039663,6.32,2,59,13,0.71,QLD
SAL31320,Hendra,SAL31320,4914,39,550,2989,2.7,4011,1498899,2.21,13,52,7,1.91,QLD
SAL31321,Herberton,SAL31321,895,51,220,946,2,4887,1768306,6.92,7,52,2,0.65,QLD
SAL31322,Heritage Park,SAL31322,4930,37,400,2090,3.1,4118,501577,-0.82,1,35,16,4.15,QLD
SAL31323,Hermit Park,SAL31323,3512,36,255,1382,2.1,4812,607792,5.09,7,37,15,2.18,QLD
SAL31324,Herston,SAL31324,2311,31,400,2086,2.4,4006,1445854,1.48,13,19,14,1.44,QLD
SAL31325,Hervey Range,SAL31325,295,42,365,1875,2.8,4817,2320844,-0.99,10,44,6,0.82,QLD
SAL31326,Hibernia,SAL31326,82,43,375,1458,2.5,4723,1787116,1.87,13,54,3,1.09,QLD
SAL31327,Hidden Valley (Qld),SAL31327,879,33,428,2137,2.8,4703,1451302,6.8,10,32,16,1.53,QLD
SAL31328,Hideaway Bay,SAL31328,232,63,370,1125,2.1,4800,1777082,7.81,7,20,17,1.08,QLD
SAL31329,Highbury (Qld),SAL31329,9,53,0,575,1.2,4892,2285353,1.93,10,19,8,0,QLD
SAL31330,Highfields (Qld),SAL31330,8568,45,410,1994,2.8,4352,510785,6.86,13,56,7,4.17,QLD
SAL31331,Highgate Hill,SAL31331,6229,37,380,1937,2.3,4101,1620803,3.1,3,32,18,1.22,QLD
SAL31332,Highgrove,SAL31332,28,50,300,899,2.5,4352,1405112,5.17,4,27,2,1.11,QLD
SAL31333,Highland Park,SAL31333,6576,42,430,1609,2.7,4211,1348389,-1.55,12,34,7,1.66,QLD
SAL31334,Highland Plains (Maranoa - Qld),SAL31334,16,48,104,1399,2.2,4454,2138295,3.57,4,52,7,0.25,QLD
SAL31335,Highland Plains (Toowoomba - Qld),SAL31335,60,42,340,2062,3.1,4401,1959089,-1.3,4,35,5,0.9,QLD
SAL31336,Highvale,SAL31336,1979,44,425,3143,3.1,4520,1358326,0.69,9,18,9,1.63,QLD
SAL31337,Highworth,SAL31337,348,40,400,1674,2.6,4560,1796517,3.67,6,27,10,1.16,QLD
SAL31338,Hillcrest (Qld),SAL31338,6268,33,350,1573,2.7,4118,2267708,6.07,10,32,11,0.8,QLD
SAL31339,Hillview,SAL31339,76,42,240,1354,2.6,4285,650653,3.61,9,27,9,1.92,QLD
SAL31340,Hinchinbrook (Qld),SAL31340,5,50,0,0,0,4849,817336,7.36,12,27,3,0,QLD
SAL31341,Hirstglen,SAL31341,77,50,365,933,2.4,4359,763606,6.1,4,53,18,2.49,QLD
SAL31342,Hivesville,SAL31342,173,57,205,659,2.1,4612,890992,-0.44,7,51,2,1.2,QLD
SAL31343,Hodgleigh,SAL31343,134,43,320,1156,2.8,4610,2268109,1.89,13,49,15,0.73,QLD
SAL31344,Hodgson,SAL31344,95,35,300,2083,3.3,4455,1433015,4.68,12,52,6,1.09,QLD
SAL31345,Hodgson Vale,SAL31345,1444,39,365,2629,3.1,4352,1886826,7.38,10,54,10,1.01,QLD
SAL31346,Holland Park,SAL31346,8671,37,390,2309,2.6,4121,1859385,7.88,12,41,18,1.09,QLD
SAL31347,Holland Park West,SAL31347,6468,36,390,2195,2.5,4121,2248350,5.63,12,40,7,0.9,QLD
SAL31348,Holloways Beach,SAL31348,2398,46,305,1342,2.1,4878,1891730,3.74,9,26,2,0.84,QLD
SAL31349,Hollywell,SAL31349,2930,51,530,1872,2.4,4216,2145437,5.57,10,16,19,1.28,QLD
SAL31350,Holmview,SAL31350,4455,28,400,1786,2.8,4207,724737,0.73,3,57,12,2.87,QLD
SAL31351,Holroyd River,SAL31351,4,40,0,1625,4,4892,1394235,0.84,13,34,5,0,QLD
SAL31352,Home Hill,SAL31352,2876,49,220,1210,2.3,4806,1143970,4.54,3,49,7,1,QLD
SAL31353,Homebush (Qld),SAL31353,262,39,365,2113,3.1,4740,2086250,6.72,6,24,9,0.91,QLD
SAL31354,Homestead,SAL31354,38,45,150,900,1.9,4820,886213,7.7,8,22,16,0.88,QLD
SAL31355,Hookswood,SAL31355,58,59,200,1124,2.4,4415,1603036,1.41,1,54,3,0.65,QLD
SAL31356,Hope Island,SAL31356,14522,50,550,1934,2.4,4212,899437,5.97,4,50,5,3.18,QLD
SAL31357,Hope Vale,SAL31357,1004,29,120,827,3,4895,916690,6.52,13,45,5,0.68,QLD
SAL31358,Hopeland (Qld),SAL31358,128,44,175,1449,2.8,4413,1523577,4.23,8,29,13,0.6,QLD
SAL31359,Horn,SAL31359,533,28,201,1578,3,4875,1663951,1.48,6,56,19,0.63,QLD
SAL31360,Horse Camp,SAL31360,486,56,250,774,2.1,4671,1399092,4.19,14,32,13,0.93,QLD
SAL31361,Horse Creek,SAL31361,83,50,200,850,2.4,4714,652117,3.84,2,29,16,1.59,QLD
SAL31362,Horseshoe Bay,SAL31362,611,57,300,1067,2.1,4819,1377751,4.07,8,33,11,1.13,QLD
SAL31363,Horseshoe Lagoon,SAL31363,213,38,256,1339,2.7,4809,1665158,4.19,13,38,8,0.8,QLD
SAL31364,Horton,SAL31364,205,48,255,959,2.5,4660,2047485,6.47,14,49,3,0.65,QLD
SAL31365,Howard,SAL31365,1394,56,248,854,2.2,4659,1422426,-0.3,1,16,14,0.91,QLD
SAL31366,Howitt,SAL31366,48,24,0,1833,2.4,4890,2315879,1.67,12,27,17,0,QLD
SAL31367,Hoya,SAL31367,251,52,300,1854,2.6,4310,1178066,3.86,1,59,9,1.32,QLD
SAL31368,Hudson,SAL31368,238,32,210,1025,2.7,4860,2377779,0.83,7,23,2,0.46,QLD
SAL31369,Hughenden,SAL31369,1113,42,160,1306,2.2,4821,2125199,7.78,14,49,18,0.39,QLD
SAL31370,Hull Heads,SAL31370,127,63,330,900,2,4854,2301951,0.63,10,16,16,0.75,QLD
SAL31371,Humboldt,SAL31371,49,30,0,2750,3.4,4702,552949,2.7,3,30,15,0,QLD
SAL31372,Humeburn,SAL31372,9,57,0,687,1.7,4490,963930,6.77,12,50,8,0,QLD
SAL31373,Humphery,SAL31373,24,39,220,1249,2.4,4625,595558,-1.2,12,16,11,1.92,QLD
SAL31374,Hunchy,SAL31374,592,48,398,1773,2.7,4555,1957032,6.21,8,30,12,1.06,QLD
SAL31375,Hungerford (Qld),SAL31375,19,65,0,1875,2,4493,1509260,3.71,9,22,6,0,QLD
SAL31376,Hurricane,SAL31376,4,62,0,1125,1.3,4871,2437280,-1.68,8,15,8,0,QLD
SAL31377,Hutton Creek,SAL31377,32,56,150,1562,2.4,4454,1289148,7.03,1,32,13,0.61,QLD
SAL31378,Hyde Park (Qld),SAL31378,1374,37,253,1338,2.1,4812,1696222,-1.61,1,55,3,0.78,QLD
SAL31379,Iama Island,SAL31379,275,29,150,885,3.3,4875,2315751,3.15,6,40,8,0.34,QLD
SAL31380,Idalia,SAL31380,4563,32,400,2524,2.7,4811,2015509,-1.51,12,58,6,1.03,QLD
SAL31381,Ideraway,SAL31381,31,48,0,850,2.5,4625,2053091,-1.29,1,19,13,0,QLD
SAL31382,Ilbilbie,SAL31382,385,53,200,1222,2.3,4738,1217186,6.87,8,35,5,0.85,QLD
SAL31383,Ilfracombe,SAL31383,310,43,190,1325,2.2,4727,2224149,5.66,13,49,4,0.44,QLD
SAL31384,Ilkley,SAL31384,812,46,355,2062,3,4554,571916,-0.03,14,54,18,3.23,QLD
SAL31385,Illinbah,SAL31385,128,41,470,1666,2.8,4275,2270087,4.2,6,42,5,1.08,QLD
SAL31386,Image Flat,SAL31386,457,45,400,1583,2.9,4560,1808166,5.95,5,40,10,1.15,QLD
SAL31387,Imbil,SAL31387,1071,49,300,1141,2.3,4570,1272378,6.9,13,46,3,1.23,QLD
SAL31388,Inala,SAL31388,15273,33,250,998,2.9,4077,2123770,2.68,6,58,11,0.61,QLD
SAL31389,Indooroopilly,SAL31389,13622,33,440,2078,2.5,4068,2335471,6.97,4,58,10,0.98,QLD
SAL31390,Ingham,SAL31390,4455,49,210,1028,2.1,4850,2498053,3.08,1,35,9,0.44,QLD
SAL31391,Inglestone,SAL31391,63,44,330,1375,3.1,4422,1623270,4.88,7,18,19,1.06,QLD
SAL31392,Inglewood (Qld),SAL31392,936,49,200,952,2.1,4387,913867,7.79,10,56,12,1.14,QLD
SAL31393,Ingoldsby,SAL31393,64,48,208,1194,2.4,4343,1355126,0.36,9,55,19,0.8,QLD
SAL31394,Injinoo,SAL31394,498,18,128,1337,4,4876,1830728,-0.31,4,50,18,0.36,QLD
SAL31395,Injune,SAL31395,429,45,150,1333,2.3,4454,1529242,1.42,13,38,18,0.51,QLD
SAL31396,Inkerman (Qld),SAL31396,119,51,180,1291,2.5,4806,570474,-0.36,4,47,16,1.64,QLD
SAL31397,Innes Park,SAL31397,2653,42,335,1674,2.7,4670,2111049,0.84,9,19,17,0.83,QLD
SAL31398,Innisfail,SAL31398,1091,41,230,894,2.2,4860,850068,5.43,4,17,18,1.41,QLD
SAL31399,Innisfail Estate,SAL31399,1454,39,230,1246,2.4,4860,1810624,2.78,10,25,9,0.66,QLD
SAL31400,Innisplain,SAL31400,79,46,250,1208,2.6,4285,1491921,1.75,4,59,8,0.87,QLD
SAL31401,Innot Hot Springs,SAL31401,189,57,200,787,2,4872,2329438,1.69,8,46,5,0.45,QLD
SAL31402,Inskip,SAL31402,22,59,133,724,1.8,4581,1226499,-0.05,11,36,8,0.56,QLD
SAL31403,Inverlaw,SAL31403,190,42,254,1531,2.5,4610,1321412,2.47,4,25,12,1,QLD
SAL31404,Inverness,SAL31404,460,40,390,2449,3,4703,2095368,4.25,9,52,4,0.97,QLD
SAL31405,Ipswich,SAL31405,2468,45,250,1134,2.1,4305,1603546,-0.61,11,36,3,0.81,QLD
SAL31406,Iredale,SAL31406,177,44,573,1649,3.1,4344,1827486,7.73,8,18,2,1.63,QLD
SAL31407,Iron Range,SAL31407,30,56,0,1062,1.4,4892,1141232,2.43,5,53,7,0,QLD
SAL31408,Ironbark (Qld),SAL31408,1173,34,325,2075,2.9,4306,2428930,7.48,9,17,15,0.7,QLD
SAL31409,Irongate,SAL31409,135,37,270,1520,3.2,4356,904911,-0.65,8,24,5,1.55,QLD
SAL31410,Ironpot (Livingstone - Qld),SAL31410,184,46,310,2031,2.5,4701,911012,5.67,14,51,17,1.77,QLD
SAL31411,Ironpot (South Burnett - Qld),SAL31411,44,57,50,1178,2.3,4610,1722191,4.18,10,33,11,0.15,QLD
SAL31412,Irvinebank,SAL31412,113,57,60,612,1.8,4887,2480639,6.2,4,32,6,0.13,QLD
SAL31413,Irvingdale,SAL31413,163,43,150,1812,2.4,4404,2046242,4.01,4,42,12,0.38,QLD
SAL31414,Isis Central,SAL31414,205,49,185,1406,2.5,4660,2237075,7.63,1,45,2,0.43,QLD
SAL31415,Isis River,SAL31415,100,60,0,1024,2.5,4660,1669070,4.27,4,31,18,0,QLD
SAL31416,Isisford,SAL31416,218,54,95,1036,2.2,4731,2307805,5.85,12,38,15,0.21,QLD
SAL31417,Isla,SAL31417,213,46,250,1625,2.5,4719,2081666,6.78,13,15,8,0.62,QLD
SAL31418,Island Plantation,SAL31418,155,50,315,1333,2.6,4650,671277,5.15,8,19,15,2.44,QLD
SAL31419,Iveragh,SAL31419,122,49,220,1812,2.9,4680,991966,3.24,12,46,2,1.15,QLD
SAL31420,Ivory Creek,SAL31420,49,54,241,1125,2.7,4313,796303,0.73,12,31,7,1.57,QLD
SAL31421,Jackson,SAL31421,55,41,100,1437,2.1,4426,1560092,6.54,5,35,8,0.33,QLD
SAL31422,Jackson North,SAL31422,45,49,0,1312,2.4,4426,1861212,2.81,6,55,12,0,QLD
SAL31423,Jackson South,SAL31423,17,37,0,575,3.5,4426,1315518,4.21,4,57,11,0,QLD
SAL31424,Jacobs Well,SAL31424,2882,42,465,2127,2.7,4208,2186622,-1.21,14,36,4,1.11,QLD
SAL31425,Jaffa,SAL31425,35,43,250,1312,2.7,4855,2103344,2.97,5,53,3,0.62,QLD
SAL31426,Jaggan,SAL31426,217,49,350,1593,2.7,4885,683163,4.98,10,53,13,2.66,QLD
SAL31427,Jambin,SAL31427,207,43,158,1542,2.6,4702,1676599,3.84,8,48,13,0.49,QLD
SAL31428,Jamboree Heights,SAL31428,3141,37,420,2049,2.8,4074,872339,2.49,12,28,2,2.5,QLD
SAL31429,Jandowae,SAL31429,1004,53,200,959,2.2,4410,1727414,0.23,9,30,15,0.6,QLD
SAL31430,Japoonvale,SAL31430,107,55,240,1018,2,4856,1325169,1.1,3,19,12,0.94,QLD
SAL31431,Jardine,SAL31431,72,44,48,2083,3.2,4702,771409,5.01,10,32,9,0.32,QLD
SAL31432,Jardine River,SAL31432,0,0,0,0,0,4874,1138453,0.24,4,18,10,0,QLD
SAL31433,Jarra Creek,SAL31433,105,49,278,1521,2.5,4854,1143789,4.22,1,58,19,1.26,QLD
SAL31434,Jarvisfield,SAL31434,343,40,223,2025,2.6,4807,2322193,3.9,11,42,14,0.5,QLD
SAL31435,Jeebropilly,SAL31435,3,28,500,1125,4,4340,1881710,7.7,5,59,5,1.38,QLD
SAL31436,Jellinbah,SAL31436,49,30,0,2624,3.8,4702,994670,-1.39,4,41,17,0,QLD
SAL31437,Jensen,SAL31437,1797,36,355,2295,3,4818,1301818,-0.92,6,20,4,1.42,QLD
SAL31438,Jericho (Qld),SAL31438,229,38,100,1292,2.5,4728,2439726,3.06,6,25,5,0.21,QLD
SAL31439,Jerona,SAL31439,41,65,0,700,1.6,4809,1323857,3.27,13,35,5,0,QLD
SAL31440,Jimboomba,SAL31440,7423,37,395,2127,3.1,4280,621635,-1.6,10,31,9,3.3,QLD
SAL31441,Jimbour East,SAL31441,197,36,220,1375,2.8,4406,1198614,6.26,6,45,12,0.95,QLD
SAL31442,Jimbour West,SAL31442,97,35,165,1666,2.6,4406,720935,2.95,3,48,4,1.19,QLD
SAL31443,Jimna,SAL31443,70,46,225,749,2.4,4515,2060142,1.47,14,27,7,0.57,QLD
SAL31444,Jindalee (Qld),SAL31444,5320,39,470,2357,2.8,4074,1602210,1.19,7,37,4,1.53,QLD
SAL31445,Jinghi,SAL31445,70,46,138,1333,2.8,4410,1504221,6.61,3,15,5,0.48,QLD
SAL31446,Jobs Gate,SAL31446,11,43,0,4750,4,4490,1203022,-0.03,6,18,5,0,QLD
SAL31447,Johnsons Hill,SAL31447,7,35,0,1249,2.5,4714,1373420,-0.4,13,44,3,0,QLD
SAL31448,Johnstown,SAL31448,46,52,265,1125,2.5,4615,2307720,0.13,13,45,17,0.6,QLD
SAL31449,Jollys Lookout,SAL31449,73,44,300,2999,2.8,4520,2441345,4.25,14,30,6,0.64,QLD
SAL31450,Jondaryan,SAL31450,414,38,250,1406,2.7,4403,992503,6.11,10,57,16,1.31,QLD
SAL31451,Jones Gully,SAL31451,15,37,0,1312,3.4,4355,718599,1.31,1,17,6,0,QLD
SAL31452,Jones Hill,SAL31452,1135,38,373,1548,2.6,4570,737919,-0.27,14,26,13,2.63,QLD
SAL31453,Josephville,SAL31453,172,46,355,1562,2.8,4285,968668,0.09,8,26,16,1.91,QLD
SAL31454,Joskeleigh,SAL31454,60,47,150,850,2.3,4702,903359,4.19,7,25,7,0.86,QLD
SAL31455,Joyner,SAL31455,3600,35,430,2299,3,4500,2033183,0.46,12,30,2,1.1,QLD
SAL31456,Jubilee Heights,SAL31456,164,49,330,1833,2.5,4860,2481661,6.77,9,43,6,0.69,QLD
SAL31457,Jubilee Pocket,SAL31457,2047,37,380,1474,2.4,4802,2140307,-0.96,14,35,12,0.92,QLD
SAL31458,Julago,SAL31458,384,28,265,2634,2.7,4816,1840144,-1.68,3,59,15,0.75,QLD
SAL31459,Julatten,SAL31459,1020,54,275,1136,2.4,4871,1899564,-1.12,12,58,15,0.75,QLD
SAL31460,Julia Creek,SAL31460,549,37,129,1586,2.4,4823,1328416,6.46,8,56,3,0.5,QLD
SAL31461,Junabee,SAL31461,195,48,265,1483,2.6,4370,541505,4.51,2,57,6,2.54,QLD
SAL31462,Junction View,SAL31462,60,39,280,1031,2.4,4343,1651054,7.58,9,19,10,0.88,QLD
SAL31463,Jundah,SAL31463,131,39,100,1437,2.2,4736,1611275,1.36,1,27,18,0.32,QLD
SAL31464,Kaban,SAL31464,94,40,300,1125,3.5,4888,1444461,0.13,12,31,16,1.08,QLD
SAL31465,Kabra,SAL31465,430,43,250,1770,2.7,4702,1967256,3.62,10,26,3,0.66,QLD
SAL31466,Kagaru,SAL31466,19,62,240,1625,1.9,4285,1400444,3.38,7,31,10,0.89,QLD
SAL31467,Kaimkillenbun,SAL31467,248,40,225,1333,2.5,4406,654721,3.91,14,15,12,1.79,QLD
SAL31468,Kairabah,SAL31468,4,45,0,7000,4,4207,1510165,1.48,10,22,7,0,QLD
SAL31469,Kairi,SAL31469,490,43,280,1454,2.6,4872,1321190,-1.94,14,30,16,1.1,QLD
SAL31470,Kalapa,SAL31470,97,48,220,1312,2.3,4702,636668,-1.65,1,29,5,1.8,QLD
SAL31471,Kalbar,SAL31471,1246,41,300,1275,2.6,4309,778518,4.64,6,33,16,2,QLD
SAL31472,Kalinga,SAL31472,2144,39,400,3697,3,4030,1142974,3.23,1,39,19,1.82,QLD
SAL31473,Kalkadoon,SAL31473,27,31,323,3250,3,4825,1814495,6.21,13,45,8,0.93,QLD
SAL31474,Kalkie,SAL31474,2968,40,310,1599,2.6,4670,2362396,1,4,56,17,0.68,QLD
SAL31475,Kallangur,SAL31475,21761,35,350,1456,2.5,4503,1934520,6.15,7,16,4,0.94,QLD
SAL31476,Kalpowar,SAL31476,53,60,70,687,1.8,4630,1307461,2.25,2,39,13,0.28,QLD
SAL31477,Kalunga,SAL31477,103,43,200,1100,2.6,4887,1108269,-1.03,3,45,8,0.94,QLD
SAL31478,Kamerunga,SAL31478,962,39,400,2104,2.6,4870,1864359,7.78,4,18,10,1.12,QLD
SAL31479,Kandanga,SAL31479,659,45,255,1218,2.5,4570,1662586,3.12,6,18,11,0.8,QLD
SAL31480,Kandanga Creek,SAL31480,129,50,248,1375,2.4,4570,2480725,4.29,13,26,2,0.52,QLD
SAL31481,Kangaroo Point (Qld),SAL31481,9689,36,450,2058,1.8,4169,2103969,4.71,12,31,13,1.11,QLD
SAL31482,Kanigan,SAL31482,143,43,200,1124,2.9,4570,1023472,1.62,9,35,19,1.02,QLD
SAL31483,Kanimbla (Qld),SAL31483,2827,39,450,2270,2.9,4870,906884,5.48,4,43,2,2.58,QLD
SAL31484,Kapaldo,SAL31484,41,50,0,1166,2.4,4630,759021,6.7,6,36,19,0,QLD
SAL31485,Karalee,SAL31485,5521,37,400,2559,3.1,4306,647032,1.87,12,50,8,3.21,QLD
SAL31486,Karana Downs,SAL31486,3800,41,400,2255,2.8,4306,1150807,4.57,7,54,18,1.81,QLD
SAL31487,Karara,SAL31487,128,55,225,949,2.3,4352,1691005,5.57,4,30,14,0.69,QLD
SAL31488,Karawatha,SAL31488,337,31,585,2531,3.6,4117,957820,-0.1,6,29,11,3.18,QLD
SAL31489,Karrabin,SAL31489,416,42,300,1952,2.8,4306,1389171,1.33,3,44,15,1.12,QLD
SAL31490,Karragarra Island,SAL31490,240,63,268,872,1.8,4184,1862516,-0.91,5,25,2,0.75,QLD
SAL31491,Karron,SAL31491,0,0,0,0,0,4871,777948,4.02,12,27,7,0,QLD
SAL31492,Karumba,SAL31492,487,55,220,974,1.8,4891,2200596,6.01,12,37,5,0.52,QLD
SAL31493,Kawana,SAL31493,4434,38,255,1327,2.5,4701,1533237,4.11,11,54,16,0.86,QLD
SAL31494,Kawl Kawl,SAL31494,24,50,250,1812,2.9,4612,2218562,-0.2,10,55,13,0.59,QLD
