SAL_ID,Suburb_Name,SAL_CODE_2021,Population,Median_Age,Median_Rent_Weekly,Median_Income_Weekly,HH_Size,Postcode,Median_House_Price,One_Year_Growth_Pct,School_Count,Commute_Time_Mins,Parks_Count,Rental_Yield_Pct
SAL21626,McIntyre,SAL21626,47,62,0,749,1.8,21626,2456874,3.24,8,52,4,0.0
SAL21627,McKenzie Creek,SAL21627,140,46,250,1642,2.7,21627,1509869,-0.63,12,36,13,0.86
SAL21628,McKenzie Hill,SAL21628,775,47,409,1477,2.3,21628,2334662,3.65,1,31,10,0.91
SAL21629,McKinnon,SAL21629,6878,40,516,2410,2.8,21629,993814,4.29,4,49,4,2.7
SAL21630,McLoughlins Beach,SAL21630,121,61,215,792,1.8,21630,831310,6.58,7,56,4,1.34
SAL21631,McMahons Creek,SAL21631,143,45,260,1017,2.1,21631,2251797,3.51,9,59,17,0.6
SAL21632,McMillans,SAL21632,87,38,150,1468,2.9,21632,597406,2.11,13,37,14,1.31
SAL21633,Mead,SAL21633,102,40,200,1343,2.6,21633,1860018,6.38,1,43,7,0.56
SAL21634,Meadow Creek,SAL21634,112,43,40,1437,2.6,21634,1464725,7.81,8,43,2,0.14
SAL21635,Meadow Heights,SAL21635,14890,34,346,1274,3.3,21635,1855662,4.45,2,33,12,0.97
SAL21636,Meatian,SAL21636,19,35,100,2249,2.8,21636,2076317,6.74,4,31,19,0.25
SAL21637,Meeniyan,SAL21637,840,42,250,1326,2.4,21637,2175675,3.99,4,22,4,0.6
SAL21638,Meering West,SAL21638,12,49,0,3249,2.3,21638,1079223,4.9,14,21,19,0.0
SAL21639,Meerlieu,SAL21639,90,54,166,1583,2.7,21639,884583,4.88,8,25,12,0.98
SAL21640,Melbourne,SAL21640,54941,29,381,1448,1.7,21640,2247306,5.05,11,17,16,0.88
SAL21641,Melbourne Airport,SAL21641,64,37,0,0,2.0,21641,1521436,1.21,2,16,4,0.0
SAL21642,Melton (Vic.),SAL21642,7953,40,300,1058,2.4,21642,1294760,3.76,7,33,13,1.2
SAL21643,Melton South,SAL21643,11362,35,300,1209,2.6,21643,1564110,3.94,3,42,13,1.0
SAL21644,Melton West,SAL21644,8784,36,320,1450,2.8,21644,2420288,1.15,9,42,18,0.69
SAL21645,Melville Forest,SAL21645,63,36,150,1187,2.7,21645,1502429,1.5,5,39,2,0.52
SAL21646,Melwood,SAL21646,17,59,245,900,2.0,21646,2109184,5.62,14,25,12,0.6
SAL21647,Mena Park,SAL21647,32,48,100,1624,2.0,21647,2122034,3.83,12,54,16,0.25
SAL21648,Mentone,SAL21648,13197,42,392,1889,2.3,21648,1649122,-0.51,8,57,10,1.24
SAL21649,Menzies Creek,SAL21649,966,44,388,2336,2.9,21649,1104489,6.38,5,16,8,1.83
SAL21650,Mepunga,SAL21650,36,45,320,2083,2.5,21650,1546439,6.83,1,26,12,1.08
SAL21651,Mepunga East,SAL21651,73,39,180,2666,2.9,21651,1258761,2.66,9,55,19,0.74
SAL21652,Mepunga West,SAL21652,83,30,290,2374,2.8,21652,1819360,0.09,10,52,8,0.83
SAL21653,Merbein,SAL21653,2770,44,210,1147,2.3,21653,731324,7.48,11,26,19,1.49
SAL21654,Merbein South,SAL21654,407,43,285,1571,2.8,21654,984273,6.82,12,39,16,1.51
SAL21655,Merbein West,SAL21655,223,42,150,1312,2.6,21655,2233985,0.44,7,51,17,0.35
SAL21656,Meredith,SAL21656,821,45,300,1638,2.6,21656,1947410,-1.04,4,45,16,0.8
SAL21657,Meringur,SAL21657,70,51,50,849,2.0,21657,1782188,2.41,7,31,5,0.15
SAL21658,Merino,SAL21658,249,58,100,769,1.9,21658,2259989,4.76,5,26,4,0.23
SAL21659,Mernda,SAL21659,23369,33,381,2011,3.0,21659,1419424,-0.25,10,44,15,1.4
SAL21660,Merriang,SAL21660,182,47,300,1850,2.7,21660,806081,3.13,14,16,4,1.94
SAL21661,Merriang South,SAL21661,43,44,270,2416,2.4,21661,1225084,2.25,9,30,17,1.15
SAL21662,Merricks,SAL21662,184,57,258,2750,2.2,21662,1691855,6.91,2,15,16,0.79
SAL21663,Merricks Beach,SAL21663,157,62,436,1465,2.0,21663,1745422,2.3,4,48,11,1.3
SAL21664,Merricks North,SAL21664,423,54,258,2416,2.6,21664,1188332,3.34,6,59,18,1.13
SAL21665,Merrigum,SAL21665,679,47,180,1030,2.3,21665,1952591,7.55,11,15,5,0.48
SAL21666,Merrijig (East Gippsland - Vic.),SAL21666,0,0,0,0,0.0,21666,1226448,1.0,5,50,19,0.0
SAL21667,Merrijig (Mansfield - Vic.),SAL21667,721,32,320,1762,2.3,21667,922132,0.89,1,17,11,1.8
SAL21668,Merrimu,SAL21668,397,39,100,2441,3.3,21668,570463,6.0,9,48,17,0.91
SAL21669,Merrinee,SAL21669,42,39,50,1312,2.7,21669,593500,0.78,9,26,4,0.44
SAL21670,Merton,SAL21670,216,53,200,1091,2.3,21670,1756348,6.32,3,59,13,0.59
SAL21671,Metcalfe,SAL21671,190,52,311,1485,2.2,21671,1061446,-1.04,4,41,4,1.52
SAL21672,Metcalfe East,SAL21672,25,60,480,2749,2.2,21672,1633183,-0.89,4,51,10,1.53
SAL21673,Metung,SAL21673,1899,60,346,1219,2.1,21673,2454647,7.01,10,39,8,0.73
SAL21674,Mia Mia (Vic.),SAL21674,213,52,240,1237,2.2,21674,1269305,3.41,8,26,17,0.98
SAL21675,Mickleham,SAL21675,17452,29,400,1968,3.3,21675,833840,5.19,6,47,2,2.49
SAL21676,Middle Creek,SAL21676,22,60,120,1187,2.1,21676,1347942,0.25,2,23,16,0.46
SAL21677,Middle Park (Vic.),SAL21677,4000,45,602,2836,2.3,21677,620076,-0.34,4,15,3,5.05
SAL21678,Middle Tarwin,SAL21678,91,41,180,1937,2.7,21678,1607268,6.35,1,37,17,0.58
SAL21679,Miepoll,SAL21679,223,43,270,1140,2.6,21679,1155129,1.59,3,42,8,1.22
SAL21680,Miga Lake,SAL21680,33,38,0,1875,3.0,21680,1217104,2.55,4,17,15,0.0
SAL21681,Milawa,SAL21681,588,47,304,1674,2.6,21681,1302242,-1.72,8,52,3,1.21
SAL21682,Mildura,SAL21682,34565,39,280,1295,2.4,21682,1422630,1.86,3,50,19,1.02
SAL21683,Mill Park,SAL21683,28712,40,366,1735,2.7,21683,661081,5.7,5,58,2,2.88
SAL21684,Millbrook (Vic.),SAL21684,180,44,293,2333,2.8,21684,1660294,6.21,1,58,17,0.92
SAL21685,Millgrove,SAL21685,1666,40,305,1201,2.3,21685,1901652,4.99,13,19,10,0.83
SAL21686,Milloo,SAL21686,37,39,200,1958,2.3,21686,1024480,4.92,4,43,4,1.02
SAL21687,Milltown,SAL21687,46,54,258,949,2.0,21687,747536,3.06,2,27,14,1.79
SAL21688,Milnes Bridge,SAL21688,31,35,200,1312,3.1,21688,536413,3.38,4,58,3,1.94
SAL21689,Mincha,SAL21689,62,52,150,1375,2.5,21689,1692464,5.43,5,18,19,0.46
SAL21690,Mincha West,SAL21690,16,29,115,1374,1.6,21690,2111946,0.47,3,20,3,0.28
SAL21691,Miners Rest,SAL21691,3829,33,360,1983,2.8,21691,1351480,0.32,14,52,9,1.39
SAL21692,Mingay,SAL21692,44,39,200,2583,2.4,21692,2195994,7.5,6,20,4,0.47
SAL21693,Minhamite,SAL21693,106,34,125,1857,3.1,21693,1075228,-1.72,12,25,18,0.6
SAL21694,Minimay,SAL21694,64,49,96,1624,2.2,21694,2236066,-0.61,2,41,3,0.22
SAL21695,Mininera,SAL21695,51,47,125,1812,2.2,21695,1064430,3.7,5,49,7,0.61
SAL21696,Minjah,SAL21696,65,32,200,1687,2.8,21696,2071356,5.38,4,54,9,0.5
SAL21697,Minmindie,SAL21697,13,21,120,1625,4.0,21697,536468,3.38,5,18,18,1.16
SAL21698,Minyip,SAL21698,525,57,163,894,2.1,21698,1448202,1.55,13,41,7,0.59
SAL21699,Miowera,SAL21699,0,0,0,0,0.0,21699,1166015,7.78,9,30,13,0.0
SAL21700,Miralie,SAL21700,0,0,0,0,0.0,21700,1727545,5.04,6,32,17,0.0
SAL21701,Miram,SAL21701,36,52,0,3125,2.5,21701,1971867,6.31,7,21,7,0.0
SAL21702,Mirboo,SAL21702,334,54,203,1226,2.2,21702,1426863,-1.6,14,25,3,0.74
SAL21703,Mirboo North,SAL21703,2263,48,255,1223,2.4,21703,1415480,0.36,11,22,4,0.94
SAL21704,Mirimbah,SAL21704,0,0,0,0,0.0,21704,2043989,1.74,8,20,10,0.0
SAL21705,Mirranatwa,SAL21705,31,36,125,941,2.2,21705,1784763,-0.17,9,19,11,0.36
SAL21706,Mitcham (Vic.),SAL21706,16795,39,406,2030,2.5,21706,542056,-1.27,14,20,14,3.89
SAL21707,Mitchell Park (Vic.),SAL21707,887,37,263,1332,2.5,21707,551831,0.25,5,52,14,2.48
SAL21708,Mitchellstown,SAL21708,71,40,120,1874,2.2,21708,1345623,3.34,8,16,16,0.46
SAL21709,Mitiamo,SAL21709,116,50,150,982,2.1,21709,1273952,4.96,2,45,14,0.61
SAL21710,Mitre,SAL21710,66,46,200,1416,2.5,21710,1408380,5.74,10,53,14,0.74
SAL21711,Mitta Mitta,SAL21711,171,56,155,1481,2.3,21711,926488,-1.57,9,46,7,0.87
SAL21712,Mittyack,SAL21712,12,64,0,1374,1.8,21712,1132405,2.28,2,23,19,0.0
SAL21713,Mockinya,SAL21713,30,41,0,2250,3.8,21713,776815,-0.78,13,29,8,0.0
SAL21714,Modella,SAL21714,169,44,320,2218,2.7,21714,1837768,2.31,12,35,4,0.91
SAL21715,Modewarre,SAL21715,277,44,400,2250,2.9,21715,1493778,2.34,5,42,2,1.39
SAL21716,Moe,SAL21716,9375,46,200,902,2.0,21716,2360971,2.98,6,59,13,0.44
SAL21717,Moe South,SAL21717,529,47,344,2055,2.8,21717,1068242,6.93,4,41,6,1.67
SAL21718,Moggs Creek,SAL21718,120,54,396,2062,2.3,21718,2014101,6.05,8,19,12,1.02
SAL21719,Moglonemby,SAL21719,28,58,210,1125,2.0,21719,733192,4.37,10,31,13,1.49
SAL21720,Mokepilly,SAL21720,6,25,0,2250,6.0,21720,1906150,6.85,3,51,17,0.0
SAL21721,Molesworth (Vic.),SAL21721,91,61,351,1249,2.1,21721,1025005,4.78,11,38,2,1.78
SAL21722,Moliagul,SAL21722,80,53,178,1024,2.1,21722,1822396,6.19,13,45,19,0.51
SAL21723,Molka,SAL21723,34,54,165,1374,2.0,21723,1946226,3.64,5,49,2,0.44
SAL21724,Mollongghip,SAL21724,105,45,280,2250,2.6,21724,1729458,3.25,2,55,6,0.84
SAL21725,Mologa,SAL21725,20,53,0,1624,2.3,21725,1667272,5.24,3,55,5,0.0
SAL21726,Molyullah,SAL21726,160,50,260,1291,2.3,21726,1512140,-1.8,8,18,2,0.89
SAL21727,Monbulk,SAL21727,3651,41,369,1722,2.7,21727,2465838,4.9,11,34,16,0.78
SAL21728,Monegeetta,SAL21728,207,41,190,2222,2.9,21728,504994,7.35,5,57,6,1.96
SAL21729,Mongans Bridge,SAL21729,49,47,260,1375,2.2,21729,1290666,5.14,14,31,8,1.05
SAL21730,Monomak,SAL21730,0,0,0,0,0.0,21730,569300,-1.63,3,24,18,0.0
SAL21731,Monomeith,SAL21731,69,48,150,1625,2.7,21731,806093,1.78,5,51,7,0.97
SAL21732,Mont Albert,SAL21732,4948,42,451,2324,2.5,21732,1061693,6.1,9,35,14,2.21
SAL21733,Mont Albert North,SAL21733,5609,43,500,2184,2.7,21733,1845592,7.59,3,35,16,1.41
SAL21734,Montgomery,SAL21734,65,37,240,900,3.1,21734,1852935,1.7,12,30,8,0.67
SAL21735,Montmorency,SAL21735,9250,41,420,2076,2.5,21735,2096049,6.41,10,47,8,1.04
SAL21736,Montrose (Vic.),SAL21736,6900,41,365,2088,2.8,21736,2247378,6.64,7,24,14,0.84
SAL21737,Moolap,SAL21737,1825,59,290,1279,2.3,21737,1016479,-0.77,8,58,5,1.48
SAL21738,Moolerr,SAL21738,23,54,0,1812,2.1,21738,1993551,6.46,5,32,19,0.0
SAL21739,Moolort,SAL21739,44,44,0,2250,2.5,21739,2376161,1.24,3,47,9,0.0
SAL21740,Moonambel,SAL21740,185,61,150,955,2.1,21740,839679,3.93,11,43,17,0.93
SAL21741,Moondarra,SAL21741,49,42,0,1937,2.9,21741,2206517,3.39,6,45,19,0.0
SAL21742,Moonee Ponds,SAL21742,16224,38,400,2111,2.2,21742,1600293,4.63,13,38,17,1.3
SAL21743,Moonlight Flat (Central Goldfields - Vic.),SAL21743,85,52,280,900,2.3,21743,1551339,5.4,12,26,17,0.94
SAL21744,Moonlight Flat (Mount Alexander - Vic.),SAL21744,81,51,650,1625,2.4,21744,855054,2.41,3,34,3,3.95
SAL21745,Moora (Vic.),SAL21745,32,43,190,2125,2.8,21745,1604056,6.88,9,20,15,0.62
SAL21746,Moorabbin,SAL21746,6287,39,431,2031,2.5,21746,2242695,6.09,2,22,17,1.0
SAL21747,Moorabbin Airport,SAL21747,26,22,486,0,3.0,21747,1755715,5.85,13,28,5,1.44
SAL21748,Moorabool,SAL21748,94,40,350,1583,2.5,21748,1666670,2.58,3,19,14,1.09
SAL21749,Mooralla,SAL21749,79,45,150,1562,2.7,21749,1180667,-1.62,7,50,9,0.66
SAL21750,Moorilim,SAL21750,25,35,0,2499,2.6,21750,1251731,2.92,14,52,4,0.0
SAL21751,Moormbool West,SAL21751,43,53,180,1166,2.0,21751,2083928,6.98,14,17,4,0.45
SAL21752,Moornapa,SAL21752,5,69,0,474,1.3,21752,1625424,-0.1,10,50,6,0.0
SAL21753,Moorngag,SAL21753,75,55,100,1625,2.4,21753,2110412,7.83,8,36,12,0.25
SAL21754,Moorooduc,SAL21754,1004,48,351,2256,2.8,21754,1716593,6.08,5,22,14,1.06
SAL21755,Mooroolbark,SAL21755,23059,37,400,1994,2.8,21755,1292908,5.1,5,28,3,1.61
SAL21756,Mooroopna,SAL21756,8312,43,250,1121,2.2,21756,944972,4.77,5,21,7,1.38
SAL21757,Mooroopna North,SAL21757,144,37,210,1416,2.9,21757,2425109,3.87,4,18,8,0.45
SAL21758,Mooroopna North West,SAL21758,67,52,230,1625,2.5,21758,2075246,5.21,9,33,5,0.58
SAL21759,Moranding,SAL21759,193,45,210,2549,3.0,21759,942899,2.22,6,57,10,1.16
SAL21760,Mordialloc,SAL21760,8886,40,400,2037,2.4,21760,981215,6.45,13,38,19,2.12
SAL21761,Morgiana,SAL21761,29,36,210,1812,2.2,21761,1200636,4.96,12,30,15,0.91
SAL21762,Moriac,SAL21762,852,38,410,2486,3.1,21762,2499482,5.71,13,20,7,0.85
SAL21763,Mornington (Vic.),SAL21763,25759,50,400,1451,2.3,21763,2033673,5.92,8,58,3,1.02
SAL21764,Moroka,SAL21764,0,0,0,0,0.0,21764,2052092,-1.08,8,22,5,0.0
SAL21765,Morrisons,SAL21765,118,48,250,1437,2.3,21765,920162,-1.44,5,39,16,1.41
SAL21766,Morrl Morrl,SAL21766,0,63,0,1375,2.0,21766,2152562,6.01,12,46,4,0.0
SAL21767,Mortlake (Vic.),SAL21767,1477,49,220,984,2.2,21767,1270050,0.59,9,39,5,0.9
SAL21768,Morton Plains,SAL21768,10,49,0,1625,2.7,21768,2316245,3.82,2,24,5,0.0
SAL21769,Morwell,SAL21769,14389,43,215,942,2.2,21769,1491437,2.44,14,57,16,0.75
SAL21770,Mossiface,SAL21770,138,50,305,1449,2.6,21770,2488415,-1.78,8,55,12,0.64
SAL21771,Mount Alfred,SAL21771,39,40,220,1562,2.7,21771,545095,-1.6,3,31,18,2.1
SAL21772,Mount Beauty,SAL21772,910,48,270,994,2.0,21772,2021722,6.27,7,17,16,0.69
SAL21773,Mount Beckworth,SAL21773,15,38,0,949,2.5,21773,892118,4.08,13,23,4,0.0
SAL21774,Mount Best,SAL21774,46,58,250,1062,1.7,21774,2362205,3.24,9,32,11,0.55
SAL21775,Mount Bolton,SAL21775,29,60,0,1416,2.1,21775,2462627,7.44,14,44,5,0.0
SAL21776,Mount Bruno,SAL21776,47,59,0,1562,2.1,21776,2094874,-0.27,11,19,14,0.0
SAL21777,Mount Buffalo,SAL21777,5,30,220,2250,2.0,21777,1965915,0.58,5,46,3,0.58
SAL21778,Mount Buller,SAL21778,333,27,241,1774,2.0,21778,850067,5.57,11,41,7,1.47
SAL21779,Mount Burnett,SAL21779,180,42,200,2166,3.0,21779,2206826,5.75,8,35,9,0.47
SAL21780,Mount Bute,SAL21780,61,40,126,1656,2.7,21780,1941246,2.05,4,38,7,0.34
SAL21781,Mount Camel,SAL21781,136,56,125,1483,2.0,21781,1657738,7.51,14,52,15,0.39
SAL21782,Mount Cameron,SAL21782,15,55,100,1125,2.4,21782,883071,7.38,1,17,9,0.59
SAL21783,Mount Clear,SAL21783,3671,37,310,1462,2.5,21783,770170,-1.88,1,30,7,2.09
SAL21784,Mount Cole,SAL21784,21,65,165,724,1.9,21784,1875645,-0.28,6,29,13,0.46
SAL21785,Mount Cole Creek,SAL21785,10,57,0,1375,2.0,21785,2141706,6.2,8,39,10,0.0
SAL21786,Mount Cottrell,SAL21786,496,41,462,1542,3.0,21786,1844385,1.35,10,22,8,1.3
SAL21787,Mount Dandenong,SAL21787,1271,45,415,2055,2.6,21787,771421,-1.05,2,55,14,2.8
SAL21788,Mount Doran,SAL21788,118,53,0,1520,2.2,21788,673311,5.85,11,18,17,0.0
SAL21789,Mount Dryden,SAL21789,8,51,0,4249,2.5,21789,940880,2.55,4,46,9,0.0
SAL21790,Mount Duneed,SAL21790,6182,32,446,2274,2.8,21790,1334440,2.92,3,59,15,1.74
SAL21791,Mount Eccles,SAL21791,139,47,75,1625,2.7,21791,2349691,-0.14,13,49,17,0.17
SAL21792,Mount Egerton,SAL21792,706,43,275,1819,2.5,21792,1156030,4.61,9,44,7,1.24
SAL21793,Mount Eliza,SAL21793,18734,45,512,2547,2.8,21793,1768859,3.51,3,53,5,1.51
SAL21794,Mount Emu,SAL21794,28,26,100,1562,2.8,21794,1173249,0.07,11,44,5,0.44
SAL21795,Mount Evelyn,SAL21795,9799,38,365,2045,2.8,21795,1997404,1.4,8,31,4,0.95
SAL21796,Mount Franklin,SAL21796,99,49,190,2583,2.5,21796,1199895,3.97,14,33,11,0.82
SAL21797,Mount Glasgow,SAL21797,92,52,0,1199,2.2,21797,840686,7.25,7,45,7,0.0
SAL21798,Mount Helen,SAL21798,3011,36,345,2076,2.8,21798,1865039,7.2,1,31,19,0.96
SAL21799,Mount Hooghly,SAL21799,18,48,138,1416,2.6,21799,745144,0.88,8,16,14,0.96
SAL21800,Mount Lonarch,SAL21800,44,50,0,1062,2.3,21800,2427075,5.36,9,51,12,0.0
SAL21801,Mount Macedon,SAL21801,1450,48,330,2647,2.6,21801,2225575,5.76,8,43,5,0.77
SAL21802,Mount Major,SAL21802,10,39,0,2749,2.3,21802,1744360,6.09,10,44,9,0.0
SAL21803,Mount Martha,SAL21803,19846,46,496,2097,2.7,21803,1434137,3.71,10,57,4,1.8
SAL21804,Mount Mercer,SAL21804,94,45,258,1958,3.0,21804,1276505,-1.89,1,36,13,1.05
SAL21805,Mount Moriac,SAL21805,251,42,300,2463,3.0,21805,1452164,5.62,11,52,14,1.07
SAL21806,Mount Napier,SAL21806,16,31,0,2149,3.0,21806,831119,-0.93,13,25,12,0.0
SAL21807,Mount Pleasant (Vic.),SAL21807,2225,35,280,1350,2.3,21807,1711820,-0.83,11,47,10,0.85
SAL21808,Mount Prospect,SAL21808,41,53,0,1937,2.3,21808,952413,4.06,7,33,5,0.0
SAL21809,Mount Richmond,SAL21809,42,45,0,1958,2.7,21809,1649734,7.84,13,17,12,0.0
SAL21810,Mount Rowan,SAL21810,295,50,400,1528,2.6,21810,1476351,0.43,9,54,9,1.41
SAL21811,Mount Sabine,SAL21811,0,0,0,0,0.0,21811,2346585,4.46,14,36,19,0.0
SAL21812,Mount Tassie,SAL21812,0,0,0,0,0.0,21812,1363731,1.04,5,32,4,0.0
SAL21813,Mount Taylor,SAL21813,330,42,290,1764,2.6,21813,1306608,6.99,2,59,5,1.15
SAL21814,Mount Toolebewong,SAL21814,119,45,280,1375,2.4,21814,1612548,3.94,14,44,18,0.9
SAL21815,Mount Wallace,SAL21815,117,46,275,1600,2.7,21815,1406450,0.07,8,15,17,1.02
SAL21816,Mount Waverley,SAL21816,35340,40,476,2066,2.7,21816,2031583,0.62,9,34,8,1.22
SAL21817,Mountain Bay,SAL21817,54,61,0,966,1.9,21817,1982795,2.32,7,19,3,0.0
SAL21818,Mountain View (Vic.),SAL21818,85,45,168,1562,2.6,21818,782140,-0.78,12,26,6,1.12
SAL21819,Moutajup,SAL21819,108,37,200,2094,2.7,21819,2173786,-1.21,13,25,2,0.48
SAL21820,Moyhu,SAL21820,437,48,200,1359,2.4,21820,2421606,4.8,5,38,14,0.43
SAL21821,Moyreisk,SAL21821,31,55,180,899,2.6,21821,2108795,2.07,8,32,13,0.44
SAL21822,Moyston,SAL21822,403,49,200,1260,2.5,21822,1148456,5.26,6,22,9,0.91
SAL21823,Muckatah,SAL21823,170,36,280,1791,2.9,21823,1715358,-0.9,12,43,9,0.85
SAL21824,Muckleford,SAL21824,426,46,330,1848,2.6,21824,1671675,4.1,4,36,13,1.03
SAL21825,Muckleford South,SAL21825,33,55,0,1333,2.3,21825,1058981,2.43,1,59,5,0.0
SAL21826,Mudgegonga,SAL21826,184,56,350,1583,2.2,21826,608944,-1.42,6,16,8,2.99
SAL21827,Mulgrave (Vic.),SAL21827,19889,40,430,1913,2.8,21827,2297519,3.45,8,37,17,0.97
SAL21828,Mumbannar,SAL21828,100,57,120,1781,2.3,21828,2280438,-1.17,3,30,19,0.27
SAL21829,Mundoona,SAL21829,138,46,100,1359,2.5,21829,2352382,6.28,12,58,7,0.22
SAL21830,Munro,SAL21830,167,53,150,1357,2.4,21830,747572,4.32,7,22,19,1.04
SAL21831,Muntham,SAL21831,29,39,0,2083,2.8,21831,1892191,3.57,13,18,5,0.0
SAL21832,Murchison (Vic.),SAL21832,884,50,245,952,2.2,21832,2118777,-0.67,12,28,10,0.6
SAL21833,Murchison East,SAL21833,140,60,150,900,1.7,21833,2458691,0.87,7,23,14,0.32
SAL21834,Murchison North,SAL21834,185,49,295,2042,2.7,21834,697097,2.93,9,25,13,2.2
SAL21835,Murgheboluc,SAL21835,132,45,120,2849,3.1,21835,1330948,4.33,1,52,17,0.47
SAL21836,Murmungee,SAL21836,69,54,80,1687,2.2,21836,1112084,-0.17,5,58,6,0.37
SAL21837,Murnungin,SAL21837,14,59,0,1625,2.2,21837,788213,-1.91,8,30,3,0.0
SAL21838,Murphys Creek (Vic.),SAL21838,46,47,0,1375,2.8,21838,2453341,1.45,13,27,4,0.0
SAL21839,Murra Warra,SAL21839,63,32,750,1916,3.1,21839,1473737,2.83,13,50,14,2.65
SAL21840,Murrabit,SAL21840,230,52,158,1036,2.3,21840,1633387,-0.16,3,58,8,0.5
SAL21841,Murrabit West,SAL21841,41,39,401,1624,2.8,21841,1738697,2.92,5,50,14,1.2
SAL21842,Murrawee,SAL21842,126,41,200,1562,2.7,21842,2305756,1.38,14,31,17,0.45
SAL21843,Murray-sunset,SAL21843,8,53,62,1125,1.3,21843,880172,2.55,1,28,15,0.37
SAL21844,Murraydale,SAL21844,105,48,200,2062,2.6,21844,2112042,1.47,9,43,19,0.49
SAL21845,Murrayville,SAL21845,278,50,110,1102,2.1,21845,2367829,4.28,4,31,14,0.24
SAL21846,Murrindal,SAL21846,8,61,120,1374,2.0,21846,954151,-1.57,5,15,15,0.65
SAL21847,Murrindindi,SAL21847,114,60,245,1474,2.0,21847,1041287,-0.29,3,34,10,1.22
SAL21848,Murroon,SAL21848,95,48,320,1624,2.6,21848,2004314,2.33,14,47,9,0.83
SAL21849,Murrumbeena,SAL21849,9996,37,386,2057,2.4,21849,1849432,1.56,2,16,6,1.09
SAL21850,Murtoa,SAL21850,897,48,178,1007,2.2,21850,1744199,1.92,12,31,8,0.53
SAL21851,Musk,SAL21851,177,61,250,1125,2.0,21851,1195532,6.04,14,37,17,1.09
SAL21852,Musk Vale,SAL21852,170,48,341,1410,2.5,21852,795866,6.86,7,36,11,2.23
SAL21853,Muskerry,SAL21853,59,43,375,1687,2.2,21853,1297057,0.49,11,15,4,1.5
SAL21854,Myall (Buloke - Vic.),SAL21854,17,49,0,1374,3.2,21854,698237,6.36,5,26,18,0.0
SAL21855,Myall (Gannawarra - Vic.),SAL21855,98,51,178,1125,2.5,21855,1031147,2.59,11,27,11,0.9
SAL21856,Myamyn,SAL21856,64,52,0,1062,2.4,21856,1459113,0.74,10,28,12,0.0
SAL21857,Myers Flat,SAL21857,545,50,190,1525,2.5,21857,1460811,7.85,14,24,11,0.68
SAL21858,Myola (Vic.),SAL21858,7,62,270,3750,2.3,21858,1135274,6.25,3,26,19,1.24
SAL21859,Myrniong,SAL21859,387,46,355,2374,2.7,21859,2305518,7.94,2,36,2,0.8
SAL21860,Myrrhee,SAL21860,168,49,203,1531,2.3,21860,1832559,-0.32,10,32,5,0.58
SAL21861,Myrtle Creek (Vic.),SAL21861,68,50,0,1292,2.6,21861,1837936,-0.56,6,53,4,0.0
SAL21862,Myrtlebank,SAL21862,126,51,120,1874,2.7,21862,1339385,3.03,10,33,7,0.47
SAL21863,Myrtleford,SAL21863,3285,50,250,1143,2.2,21863,2026273,4.39,6,44,7,0.64
SAL21864,Mysia,SAL21864,26,46,100,1062,2.5,21864,2002385,-0.29,3,29,18,0.26
SAL21865,Mystic Park,SAL21865,212,55,200,1138,2.3,21865,549522,6.6,13,53,18,1.89
SAL21866,Mywee,SAL21866,20,52,0,1124,2.1,21866,730233,3.32,9,28,18,0.0
SAL21867,Nagambie,SAL21867,2254,51,295,1144,2.1,21867,898102,2.11,1,23,18,1.71
SAL21868,Nalangil,SAL21868,72,43,180,1708,2.9,21868,1921969,4.02,3,19,4,0.49
SAL21869,Nalinga,SAL21869,22,52,160,2125,1.9,21869,507485,4.35,13,47,15,1.64
SAL21870,Nambrok,SAL21870,280,39,250,1625,2.4,21870,1973247,-1.57,1,19,3,0.66
SAL21871,Nandaly,SAL21871,30,59,140,1062,1.6,21871,2315920,8.0,7,38,5,0.31
SAL21872,Nangana,SAL21872,54,41,370,1875,3.1,21872,2482847,1.64,2,22,19,0.77
SAL21873,Nangeela,SAL21873,17,48,0,1125,2.3,21873,612701,-1.38,11,33,3,0.0
SAL21874,Nangiloc,SAL21874,153,44,185,924,2.1,21874,2494533,6.52,11,26,13,0.39
SAL21875,Nanneella,SAL21875,425,36,200,1818,3.0,21875,707352,7.93,12,22,16,1.47
SAL21876,Nap Nap Marra,SAL21876,0,0,0,0,0.0,21876,2175502,6.16,4,22,14,0.0
SAL21877,Napoleons,SAL21877,555,47,200,1718,2.8,21877,684514,6.52,4,52,12,1.52
SAL21878,Nar Nar Goon,SAL21878,1023,41,305,1664,2.7,21878,945093,4.26,14,34,8,1.68
SAL21879,Nar Nar Goon North,SAL21879,819,44,361,2116,2.9,21879,1298658,7.22,13,43,10,1.45
SAL21880,Narbethong,SAL21880,201,51,191,1542,2.2,21880,1117693,-1.64,8,55,16,0.89
SAL21881,Nareeb,SAL21881,48,42,220,2749,2.9,21881,2357596,5.67,11,48,4,0.49
SAL21882,Nareen,SAL21882,79,41,85,1625,2.5,21882,1758624,4.71,4,32,11,0.25
SAL21883,Nareewillock,SAL21883,24,50,0,1374,2.7,21883,2235645,-1.5,3,15,9,0.0
SAL21884,Nariel Valley,SAL21884,87,52,165,1562,2.5,21884,1505535,3.44,10,25,7,0.57
SAL21885,Naring,SAL21885,122,38,250,1792,2.9,21885,537019,3.15,12,58,15,2.42
